assets_scanner,1.0.1,Y,4.242364168167114,Y,2.558746337890625,N,Y
automock,1.0.1,Y,0.4213688373565674,Y,0.2924003601074219,N,Y
bitcoins,1.0.3,Y,0.840461254119873,Y,0.25835657119750977,N,Y
blocify,0.1.0,Y,0.601564884185791,Y,0.30957913398742676,N,N
bot_io,0.26.4+1,N,0.14317631721496582,Y,0.8635506629943848,N,N
bot_test,0.2.0+1,N,0.130889892578125,Y,1.4032368659973145,N,N
bot_web,0.22.0+1,N,0.13019585609436035,Y,0.338132381439209,N,N
brotli,0.2.2,Y,0.10953688621520996,Y,0.10817670822143555,N,Y
btc_address_validate,0.1.1,Y,1.6689352989196777,Y,0.7088978290557861,N,Y
cassowary,0.3.1,Y,0.11236929893493652,Y,0.1158285140991211,N,Y
client_server_lan,1.1.0,Y,3.551145315170288,Y,1.7177698612213135,N,N
cli_dialog,0.2.0,Y,0.11065888404846191,Y,0.21726059913635254,N,Y
connectars,1.2.6,Y,1.8370940685272217,Y,1.0375404357910156,N,Y
country_io,1.0.0,Y,0.11053085327148438,Y,0.12936186790466309,N,Y
cupertino_ffi,0.3.0,Y,0.5701596736907959,Y,0.07419729232788086,N,N
cupertino_ffi_generated,0.3.0,Y,0.5800297260284424,Y,0.1384718418121338,N,N
customers_microservice_dart,1.0.1,Y,9.274413108825684,Y,6.6180174350738525,N,N
dart2_fix,1.0.6,Y,4.603266477584839,Y,3.444551944732666,N,N
dartemis,0.8.0,Y,0.5058426856994629,Y,0.46410059928894043,N,Y
dartemis_builder,0.1.0,Y,5.171844482421875,Y,3.66339373588562,N,Y
dartex,0.1.15,Y,0.6493959426879883,Y,0.477386474609375,N,Y
dartion,0.0.7,Y,2.442113161087036,Y,1.255190372467041,N,Y
dartis,0.5.0,Y,0.43922877311706543,Y,0.28244805335998535,N,Y
ms_datetime_extensions,0.3.0,Y,1.8420202732086182,Y,0.9358558654785156,N,Y
multiline,1.0.1+1,Y,0.10950684547424316,Y,0.17714571952819824,N,Y
mutable_copy,0.2.5,Y,0.10865068435668945,Y,0.1663951873779297,N,Y
mutable_copy_generator,0.2.6,Y,4.9755377769470215,Y,3.3155064582824707,N,Y
nanodart,1.0.0,Y,1.5582191944122314,Y,0.9143173694610596,N,Y
ng_admin,0.0.1+10,Y,7.739717721939087,Y,7.516707420349121,N,N
nock,1.0.2,Y,7.529170751571655,Y,8.377209424972534,N,N
numerus,1.0.2,Y,0.11011743545532227,Y,0.34793925285339355,N,Y
oauth1_client,1.0.0,Y,2.165816068649292,Y,1.0538804531097412,N,Y
oauth2,1.6.0,Y,2.120917320251465,Y,1.2404320240020752,N,Y
over_react_test,2.9.3,Y,11.314725399017334,Y,10.44989824295044,N,N
packhorse,0.6.1,Y,0.6140515804290771,Y,0.9760651588439941,N,Y
pana,0.13.8,Y,181.4435658454895,Y,4.476362943649292,N,N
paperplane,0.6.3,Y,2.1432552337646484,Y,1.2960236072540283,N,Y
pascaldart,0.1.6,Y,2.709178924560547,Y,1.4503374099731445,N,Y
phoenix_socket,0.3.0+1,Y,2.8514041900634766,Y,1.8118531703948975,N,N
pip_services3_components,1.0.5,Y,2.405158281326294,Y,1.514162540435791,N,Y
pip_services3_grpc,1.0.0,Y,7.162321329116821,Y,4.7521960735321045,N,N
fluent_query_builder,1.1.9,Y,2.6264495849609375,Y,1.7454099655151367,N,Y
